# beta is the volume thermal expansion 
#   T (K)     V(T) (a.u.)^3   B (T) (kbar)  d B (T) / dP  beta (10^(-6) K^(-1))
 0.63100E+03 0.2696997119217E+03  0.904033E+03  0.315945E+01    0.11568515E+02
 0.63400E+03 0.2697090799449E+03  0.903670E+03  0.316974E+01    0.11587703E+02
 0.63700E+03 0.2697184637734E+03  0.903305E+03  0.318003E+01    0.11606780E+02
 0.64000E+03 0.2697278633218E+03  0.902940E+03  0.319034E+01    0.11625745E+02
 0.64300E+03 0.2697372784973E+03  0.902574E+03  0.320067E+01    0.11644594E+02
 0.64600E+03 0.2697467092091E+03  0.902207E+03  0.321101E+01    0.11663340E+02
 0.64900E+03 0.2697561553821E+03  0.901840E+03  0.322137E+01    0.11681983E+02
 0.65200E+03 0.2697656169302E+03  0.901472E+03  0.323174E+01    0.11700515E+02
 0.65500E+03 0.2697750937627E+03  0.901104E+03  0.324212E+01    0.11718948E+02
 0.65800E+03 0.2697845858127E+03  0.900734E+03  0.325252E+01    0.11737290E+02
 0.66100E+03 0.2697940930016E+03  0.900364E+03  0.326293E+01    0.11755533E+02
 0.66400E+03 0.2698036152537E+03  0.899994E+03  0.327336E+01    0.11773675E+02
 0.66700E+03 0.2698131524825E+03  0.899622E+03  0.328380E+01    0.11791726E+02
 0.67000E+03 0.2698227046304E+03  0.899250E+03  0.329426E+01    0.11809691E+02
 0.67300E+03 0.2698322716184E+03  0.898878E+03  0.330473E+01    0.11827563E+02
 0.67600E+03 0.2698418533790E+03  0.898504E+03  0.331522E+01    0.11845353E+02
 0.67900E+03 0.2698514498498E+03  0.898130E+03  0.332572E+01    0.11863056E+02
 0.68200E+03 0.2698610609558E+03  0.897756E+03  0.333624E+01    0.11880675E+02
 0.68500E+03 0.2698706866386E+03  0.897380E+03  0.334677E+01    0.11898212E+02
 0.68800E+03 0.2698803268271E+03  0.897004E+03  0.335732E+01    0.11915673E+02
 0.69100E+03 0.2698899814730E+03  0.896627E+03  0.336788E+01    0.11933058E+02
 0.69400E+03 0.2698996505040E+03  0.896250E+03  0.337846E+01    0.11950359E+02
 0.69700E+03 0.2699093338598E+03  0.895872E+03  0.338905E+01    0.11967593E+02
 0.70000E+03 0.2699190314950E+03  0.895493E+03  0.339966E+01    0.11984755E+02
 0.70300E+03 0.2699287433410E+03  0.895113E+03  0.341028E+01    0.12001840E+02
 0.70600E+03 0.2699384693440E+03  0.894733E+03  0.342091E+01    0.12018862E+02
 0.70900E+03 0.2699482094598E+03  0.894352E+03  0.343157E+01    0.12035816E+02
 0.71200E+03 0.2699579636262E+03  0.893970E+03  0.344223E+01    0.12052700E+02
